order_id,customer_id,order_date,product_id,quantity,price,order_status,shipping_address,city,country,payment_method,discount,category,sales_rep,region,ship_date,delivery_days,returned,gender
1180,C161,2025-12-10,P146,4,45.2,Shipped,"642 Main St, City6",City8,USA,PayPal,9.54,Clothing,SR19,South,2026-01-04,8,Yes,Male
1181,C179,2025-12-11,P107,7,70.62,Returned,"132 Main St, City19",City13,Germany,Credit Card,14.62,Electronics,SR04,East,2025-12-25,5,Yes,Female
1182,C199,2025-12-27,P148,3,65.58,Pending,"393 Main St, City15",City19,France,Credit Card,12.21,Clothing,SR15,East,2025-12-15,3,No,Other
1183,C176,2025-12-15,P113,2,90.06,Pending,"709 Main St, City18",City13,France,Gift Card,7.03,Home,SR11,South,2025-12-17,5,Yes,Male
1184,C142,2025-12-20,P138,10,31.34,Shipped,"530 Main St, City17",City6,India,PayPal,14.96,Books,SR02,South,2026-01-02,7,Yes,Male
1185,C128,2025-12-21,P138,2,54.71,Shipped,"314 Main St, City11",City19,India,Gift Card,17.22,Toys,SR14,East,2026-01-05,3,No,Male
1186,C005,2025-12-19,P104,1,29.16,Shipped,"311 Main St, City18",City3,France,Cash,12.57,Toys,SR14,West,2025-12-27,2,Yes,Female
1187,C022,2025-12-10,P105,9,92.4,Pending,"402 Main St, City20",City9,Germany,Credit Card,6.2,Home,SR08,North,2025-12-17,2,No,Male
1188,C117,2025-12-20,P138,1,33.68,Pending,"938 Main St, City19",City10,Canada,PayPal,14.03,Clothing,SR16,East,2026-01-04,9,No,Male
1189,C096,2025-12-05,P147,5,74.35,Shipped,"477 Main St, City3",City3,UK,Gift Card,5.44,Electronics,SR09,North,2026-01-02,8,No,Male
1190,C128,2025-12-28,P136,3,39.29,Cancelled,"477 Main St, City3",City8,France,Credit Card,4.57,Toys,SR01,North,2025-12-02,4,Yes,Female
1191,C094,2025-12-13,P109,3,93.38,Shipped,"724 Main St, City13",City11,Canada,Gift Card,4.49,Clothing,SR14,East,2025-12-19,2,No,Male
1192,C129,2025-12-22,P103,3,25.42,Shipped,"456 Main St, City1",City18,Germany,Cash,15.47,Books,SR11,North,2025-12-31,1,No,Male
1193,C075,2025-12-19,P119,10,27.28,Cancelled,"459 Main St, City11",City4,Australia,PayPal,14.65,Toys,SR08,South,2025-12-02,7,Yes,Male
1194,C139,2025-12-12,P140,1,95.29,Shipped,"602 Main St, City13",City4,Germany,Cash,2.08,Toys,SR08,West,2026-01-02,1,Yes,Other
1195,C072,2025-12-03,P102,4,90.13,Returned,"761 Main St, City4",City13,Germany,Credit Card,11.62,Toys,SR05,West,2025-12-06,10,Yes,Female
1196,C170,2025-12-31,P108,4,31.99,Cancelled,"260 Main St, City14",City20,Australia,Cash,6.36,Books,SR08,North,2025-12-14,3,Yes,Male
1197,C028,2025-12-06,P128,8,34.14,Shipped,"402 Main St, City20",City15,Australia,PayPal,9.04,Home,SR09,North,2025-12-07,3,No,Other
1198,C179,2025-12-20,P102,4,84.24,Cancelled,"546 Main St, City6",City6,Canada,PayPal,19.37,Home,SR17,North,2025-12-21,5,Yes,Male
1199,C104,2025-12-28,P128,9,75.81,Pending,"318 Main St, City8",City19,USA,PayPal,2.43,Electronics,SR08,South,2025-12-14,7,No,Other
1200,C162,2025-12-31,P141,2,59.89,Cancelled,"771 Main St, City13",City15,USA,PayPal,18.05,Home,SR05,North,2025-12-23,2,Yes,Female
1201,C013,2025-12-06,P136,7,82.87,Returned,"588 Main St, City15",City3,Germany,Gift Card,3.46,Clothing,SR06,East,2025-12-19,8,Yes,Male
1202,C158,2025-12-20,P139,4,66.13,Returned,"170 Main St, City12",City19,Germany,Credit Card,1.75,Home,SR05,West,2025-12-14,9,Yes,Other
1203,C140,2025-12-26,P101,7,79.05,Cancelled,"153 Main St, City18",City8,Australia,Gift Card,6.88,Toys,SR17,East,2025-12-26,5,Yes,Male
1204,C082,2025-12-20,P114,1,89.98,Cancelled,"765 Main St, City4",City9,France,Cash,15.34,Clothing,SR06,North,2025-12-17,4,No,Other
1205,C189,2025-12-02,P148,4,59.26,Returned,"903 Main St, City18",City9,India,PayPal,11.85,Sports,SR12,North,2025-12-24,10,Yes,Other
1206,C049,2025-12-27,P131,9,33.66,Returned,"438 Main St, City12",City6,USA,PayPal,12.03,Electronics,SR17,West,2025-12-02,6,Yes,Male
1207,C088,2025-12-23,P111,6,9.71,Pending,"211 Main St, City10",City10,India,Credit Card,16.93,Books,SR03,East,2025-12-27,10,Yes,Female
1208,C078,2025-12-11,P108,3,74.3,Returned,"123 Main St, City14",City18,Canada,Cash,3.48,Toys,SR20,East,2025-12-16,10,Yes,Female
1209,C079,2025-12-24,P144,5,16.22,Shipped,"761 Main St, City4",City13,Germany,Credit Card,3.64,Books,SR20,South,2025-12-08,8,Yes,Female
1210,C191,2025-12-03,P115,6,98.3,Pending,"272 Main St, City17",City13,Australia,Cash,8.93,Books,SR07,South,2025-12-06,6,No,Male
1211,C185,2025-12-01,P103,7,46.06,Returned,"584 Main St, City2",City6,Germany,Gift Card,7.02,Home,SR04,West,2025-12-16,3,No,Male
1212,C009,2025-12-10,P101,6,29.06,Shipped,"132 Main St, City19",City7,India,Gift Card,3.22,Electronics,SR18,North,2025-12-23,10,No,Other
1213,C008,2025-12-14,P141,3,62.29,Returned,"237 Main St, City4",City6,USA,Cash,4.11,Clothing,SR14,East,2025-12-20,5,Yes,Male
1214,C013,2025-12-13,P136,9,84.62,Pending,"819 Main St, City19",City5,USA,Gift Card,1.75,Sports,SR20,West,2025-12-14,2,Yes,Male
1215,C044,2025-12-21,P118,2,49.45,Shipped,"886 Main St, City3",City3,Germany,Gift Card,17.9,Books,SR03,West,2025-12-13,6,No,Female
1216,C048,2025-12-15,P102,5,46.21,Cancelled,"510 Main St, City3",City10,France,Credit Card,3.02,Sports,SR04,North,2025-12-24,9,No,Other
1217,C059,2025-12-18,P103,7,82.56,Returned,"402 Main St, City20",City7,Australia,Gift Card,11.45,Clothing,SR16,East,2025-12-07,7,Yes,Other
1218,C147,2025-12-29,P133,10,69.03,Pending,"938 Main St, City19",City2,Germany,PayPal,18.98,Clothing,SR07,South,2025-12-10,1,No,Male
1219,C175,2025-12-14,P112,3,84.06,Cancelled,"815 Main St, City20",City3,Australia,Credit Card,1.74,Toys,SR13,East,2025-12-19,9,No,Male
1220,C180,2025-12-20,P137,9,79.03,Shipped,"190 Main St, City20",City15,India,Credit Card,18.5,Toys,SR04,East,2026-01-05,6,No,Female
1221,C099,2025-12-21,P131,10,62.45,Shipped,"292 Main St, City17",City6,Germany,PayPal,12.36,Sports,SR13,North,2025-12-27,6,Yes,Male
1222,C191,2025-12-16,P117,6,5.93,Cancelled,"718 Main St, City3",City10,Australia,Gift Card,17.16,Sports,SR04,South,2025-12-10,5,No,Female
1223,C069,2025-12-24,P126,10,65.96,Pending,"115 Main St, City18",City7,Australia,Gift Card,14.82,Toys,SR12,North,2026-01-03,3,Yes,Female
1224,C182,2025-12-17,P125,3,78.92,Shipped,"292 Main St, City17",City4,Australia,PayPal,16.74,Clothing,SR02,West,2025-12-05,6,Yes,Female
1225,C095,2025-12-27,P129,9,42.1,Shipped,"216 Main St, City1",City3,India,Cash,9.78,Home,SR06,West,2025-12-24,6,Yes,Female
1226,C192,2025-12-27,P144,2,31.36,Returned,"262 Main St, City20",City2,Australia,PayPal,17.14,Sports,SR08,South,2025-12-19,7,Yes,Other
1227,C003,2025-12-16,P108,3,61.7,Shipped,"510 Main St, City3",City5,France,Cash,14.25,Sports,SR09,West,2025-12-26,6,No,Female
1228,C056,2025-12-15,P119,9,83.12,Returned,"823 Main St, City17",City8,USA,Cash,11.23,Toys,SR20,East,2025-12-21,2,No,Male
1229,C087,2025-12-09,P140,6,86.69,Cancelled,"369 Main St, City20",City11,Canada,Cash,3.77,Toys,SR08,North,2025-12-27,6,Yes,Other
1230,C007,2025-12-21,P131,5,28.89,Returned,"588 Main St, City1",City17,Canada,Credit Card,11.66,Toys,SR07,East,2025-12-16,9,No,Other
1231,C092,2025-12-17,P119,3,84.69,Pending,"713 Main St, City13",City8,Germany,PayPal,14.82,Sports,SR18,South,2025-12-23,2,Yes,Female
1232,C058,2025-12-24,P119,7,79.65,Cancelled,"801 Main St, City20",City10,France,Cash,9.28,Electronics,SR16,North,2025-12-06,8,Yes,Other
1233,C031,2025-12-28,P143,7,54.85,Returned,"819 Main St, City19",City15,India,PayPal,6.85,Toys,SR15,South,2025-12-22,3,Yes,Female
1234,C086,2025-12-21,P111,6,64.9,Shipped,"220 Main St, City12",City6,India,PayPal,11.53,Clothing,SR16,North,2025-12-10,10,No,Other
1235,C110,2025-12-13,P127,8,40.79,Shipped,"211 Main St, City4",City11,Canada,Cash,19.0,Books,SR17,South,2025-12-03,1,Yes,Male
1236,C178,2025-12-29,P122,5,16.37,Returned,"989 Main St, City8",City1,UK,PayPal,1.31,Electronics,SR10,East,2025-12-31,9,No,Female
1237,C176,2025-12-05,P121,8,38.48,Pending,"584 Main St, City2",City1,USA,PayPal,4.49,Clothing,SR07,North,2026-01-03,3,Yes,Female
1238,C183,2025-12-21,P102,7,88.14,Cancelled,"477 Main St, City3",City10,France,Credit Card,11.88,Electronics,SR04,North,2025-12-05,2,No,Female
1239,C098,2025-12-04,P135,5,49.53,Pending,"372 Main St, City18",City18,Canada,Credit Card,6.02,Sports,SR04,East,2025-12-10,7,Yes,Other
1240,C185,2025-12-20,P107,5,14.94,Shipped,"588 Main St, City15",City11,France,PayPal,15.56,Toys,SR07,East,2025-12-28,5,Yes,Male
1241,C141,2025-12-16,P113,8,35.73,Shipped,"234 Main St, City17",City12,USA,Credit Card,16.7,Sports,SR16,South,2025-12-07,9,Yes,Other
1242,C186,2025-12-04,P116,4,47.84,Cancelled,"532 Main St, City8",City19,USA,Credit Card,16.26,Electronics,SR10,East,2025-12-22,7,Yes,Male
1243,C195,2025-12-29,P102,1,85.78,Pending,"685 Main St, City10",City15,Germany,Cash,17.57,Electronics,SR12,East,2025-12-13,2,No,Female
1244,C117,2025-12-09,P124,8,80.78,Pending,"280 Main St, City6",City11,Canada,Credit Card,19.63,Clothing,SR04,West,2026-01-01,10,No,Male
1245,C157,2025-12-13,P149,6,62.68,Pending,"341 Main St, City16",City18,USA,Gift Card,8.81,Electronics,SR09,East,2025-12-02,9,Yes,Other
1246,C087,2025-12-17,P133,10,13.13,Pending,"341 Main St, City16",City4,Canada,Gift Card,2.97,Toys,SR20,North,2025-12-02,3,No,Female
1247,C043,2025-12-03,P148,8,34.77,Cancelled,"991 Main St, City2",City13,France,PayPal,11.01,Home,SR13,South,2025-12-07,8,No,Other
1248,C115,2025-12-03,P131,8,34.33,Returned,"778 Main St, City16",City3,USA,Credit Card,8.07,Electronics,SR18,North,2025-12-07,10,No,Other
1249,C144,2025-12-07,P141,8,95.22,Cancelled,"819 Main St, City19",City14,Australia,Gift Card,6.64,Toys,SR20,West,2025-12-25,8,Yes,Male
1250,C195,2025-12-22,P114,1,36.76,Cancelled,"262 Main St, City15",City9,UK,Credit Card,0.92,Clothing,SR16,South,2025-12-28,2,No,Other
1251,C051,2025-12-07,P107,7,24.69,Pending,"452 Main St, City6",City8,USA,Gift Card,0.93,Sports,SR19,North,2025-12-30,8,Yes,Female
1252,C002,2025-12-17,P147,1,57.1,Returned,"823 Main St, City17",City9,France,PayPal,13.84,Clothing,SR05,North,2025-12-26,10,No,Other
1253,C099,2025-12-14,P138,4,30.26,Cancelled,"713 Main St, City13",City19,Australia,PayPal,2.76,Toys,SR17,East,2025-12-22,9,Yes,Male
1254,C054,2025-12-20,P145,5,69.9,Pending,"290 Main St, City17",City2,India,Cash,14.21,Books,SR18,West,2025-12-28,9,No,Female
1255,C004,2025-12-17,P106,1,40.55,Shipped,"852 Main St, City20",City8,India,Cash,15.0,Clothing,SR10,East,2025-12-11,1,No,Male
1256,C193,2025-12-18,P102,6,82.14,Shipped,"432 Main St, City18",City17,Canada,PayPal,14.85,Toys,SR13,South,2026-01-03,5,Yes,Female
1257,C100,2025-12-14,P143,6,96.71,Shipped,"234 Main St, City17",City19,UK,PayPal,12.41,Home,SR08,East,2026-01-05,10,Yes,Other
1258,C050,2025-12-10,P128,3,98.4,Shipped,"708 Main St, City3",City9,Canada,Credit Card,7.54,Home,SR09,East,2025-12-10,3,No,Male
1259,C085,2025-12-15,P145,3,7.82,Cancelled,"979 Main St, City15",City6,Australia,Cash,9.81,Toys,SR18,East,2025-12-06,6,Yes,Male
1260,C134,2025-12-03,P132,3,43.92,Returned,"749 Main St, City19",City1,India,PayPal,13.27,Books,SR12,East,2025-12-15,10,No,Other
1261,C193,2025-12-21,P100,2,68.21,Returned,"309 Main St, City5",City10,France,PayPal,19.18,Sports,SR11,West,2025-12-09,7,No,Other
1262,C186,2025-12-10,P101,9,82.91,Cancelled,"375 Main St, City11",City9,Germany,Gift Card,0.88,Sports,SR07,East,2026-01-03,2,Yes,Male
1263,C198,2025-12-18,P134,1,64.18,Pending,"852 Main St, City20",City3,Australia,PayPal,17.3,Home,SR04,South,2026-01-05,7,Yes,Other
1264,C176,2025-12-05,P101,8,72.81,Shipped,"276 Main St, City13",City14,USA,PayPal,15.88,Toys,SR03,South,2025-12-18,7,No,Female
1265,C162,2025-12-13,P127,6,5.61,Shipped,"211 Main St, City4",City6,Canada,Credit Card,15.12,Toys,SR02,North,2025-12-24,9,Yes,Female
1266,C176,2025-12-10,P138,2,31.02,Returned,"531 Main St, City6",City3,Australia,Credit Card,9.48,Toys,SR08,South,2025-12-27,9,No,Other
1267,C037,2025-12-10,P143,6,95.9,Shipped,"724 Main St, City13",City18,India,Credit Card,0.84,Toys,SR20,West,2026-01-05,9,Yes,Female
1268,C054,2025-12-24,P147,6,24.32,Pending,"918 Main St, City1",City2,India,Cash,3.89,Clothing,SR19,North,2025-12-31,9,Yes,Female
1269,C172,2025-12-03,P116,2,22.94,Returned,"685 Main St, City10",City15,India,PayPal,2.0,Toys,SR03,South,2025-12-22,8,No,Female
1270,C158,2025-12-22,P119,10,18.62,Cancelled,"834 Main St, City7",City19,India,Credit Card,6.26,Clothing,SR14,East,2025-12-25,3,No,Female
1271,C119,2025-12-15,P122,5,50.74,Shipped,"292 Main St, City17",City1,France,Credit Card,16.84,Clothing,SR18,South,2025-12-18,2,Yes,Male
1272,C130,2025-12-21,P101,10,59.56,Pending,"438 Main St, City12",City5,UK,Gift Card,13.08,Clothing,SR12,West,2025-12-16,10,No,Male
1273,C119,2025-12-17,P132,2,42.08,Shipped,"696 Main St, City5",City1,Australia,PayPal,15.14,Clothing,SR15,South,2025-12-13,10,Yes,Other
1274,C188,2025-12-16,P122,1,25.0,Returned,"518 Main St, City9",City10,UK,Cash,4.68,Sports,SR07,East,2025-12-26,8,No,Male
1275,C011,2025-12-21,P120,2,71.55,Cancelled,"887 Main St, City7",City5,France,PayPal,7.53,Home,SR12,North,2026-01-04,5,No,Male
1276,C133,2025-12-13,P122,6,50.73,Returned,"972 Main St, City2",City6,France,PayPal,8.8,Clothing,SR03,East,2025-12-15,3,Yes,Male
1277,C093,2025-12-20,P145,2,67.46,Returned,"685 Main St, City10",City18,USA,Gift Card,13.5,Home,SR07,South,2025-12-28,1,Yes,Male
1278,C033,2025-12-19,P137,3,16.92,Shipped,"765 Main St, City1",City15,USA,PayPal,5.17,Clothing,SR17,West,2025-12-03,5,Yes,Male
1279,C115,2025-12-20,P130,8,20.36,Returned,"837 Main St, City1",City18,Australia,PayPal,12.46,Toys,SR09,South,2025-12-23,8,Yes,Male
1280,C097,2025-12-13,P108,2,5.58,Returned,"817 Main St, City7",City11,USA,PayPal,9.52,Toys,SR20,North,2026-01-05,9,Yes,Male
1281,C124,2025-12-22,P108,10,55.76,Shipped,"805 Main St, City4",City3,Canada,Gift Card,10.44,Books,SR02,West,2025-12-16,8,No,Female
1282,C151,2025-12-26,P147,10,13.37,Pending,"821 Main St, City3",City8,Australia,PayPal,18.2,Electronics,SR10,West,2025-12-18,4,Yes,Other
1283,C191,2025-12-26,P100,10,54.15,Shipped,"235 Main St, City4",City3,India,Cash,8.18,Electronics,SR05,West,2025-12-18,5,No,Other
1284,C094,2025-12-20,P117,7,76.47,Returned,"724 Main St, City13",City18,Germany,PayPal,7.4,Toys,SR16,East,2025-12-21,10,No,Other
1285,C102,2025-12-24,P108,2,75.78,Returned,"761 Main St, City4",City2,USA,PayPal,10.17,Books,SR18,North,2025-12-12,7,Yes,Male
1286,C038,2025-12-16,P138,7,12.45,Cancelled,"952 Main St, City17",City12,USA,Credit Card,14.49,Home,SR20,East,2025-12-05,3,No,Female
1287,C003,2025-12-07,P142,9,31.45,Shipped,"837 Main St, City1",City9,France,PayPal,12.3,Sports,SR02,East,2025-12-17,1,Yes,Male
1288,C071,2025-12-25,P125,6,68.28,Returned,"211 Main St, City10",City11,France,Credit Card,14.74,Electronics,SR03,East,2025-12-24,6,No,Male
1289,C156,2025-12-31,P112,8,93.24,Shipped,"353 Main St, City15",City9,Germany,Credit Card,11.17,Toys,SR10,East,2025-12-09,9,No,Other
1290,C148,2025-12-09,P144,8,96.73,Returned,"477 Main St, City3",City4,Australia,Cash,19.22,Home,SR15,North,2026-01-01,2,No,Male
1291,C098,2025-12-21,P114,4,80.81,Returned,"903 Main St, City18",City2,France,Credit Card,14.02,Books,SR08,East,2025-12-07,7,No,Male
1292,C142,2025-12-30,P111,8,34.12,Pending,"765 Main St, City1",City10,India,PayPal,9.98,Clothing,SR08,South,2025-12-18,4,Yes,Male
1293,C064,2025-12-27,P139,6,18.97,Shipped,"938 Main St, City19",City4,Canada,Gift Card,12.28,Toys,SR02,West,2025-12-25,10,No,Female
1294,C148,2025-12-28,P117,8,21.55,Cancelled,"857 Main St, City6",City13,Australia,PayPal,1.08,Home,SR16,North,2026-01-03,6,No,Other
1295,C199,2025-12-06,P129,2,71.02,Returned,"834 Main St, City7",City8,USA,Credit Card,13.48,Home,SR19,North,2025-12-22,6,No,Male
1296,C141,2025-12-09,P115,5,49.24,Cancelled,"231 Main St, City15",City2,Germany,Gift Card,4.21,Sports,SR12,East,2025-12-27,5,No,Male
1297,C147,2025-12-05,P136,4,82.15,Cancelled,"885 Main St, City5",City18,Germany,Gift Card,3.92,Sports,SR05,West,2025-12-02,3,No,Female
1298,C035,2025-12-29,P140,9,55.25,Cancelled,"674 Main St, City16",City10,UK,Credit Card,7.97,Sports,SR06,North,2025-12-15,5,No,Other
1299,C025,2025-12-15,P147,6,28.93,Cancelled,"712 Main St, City11",City18,Australia,Cash,6.88,Home,SR04,East,2025-12-14,10,Yes,Female
1300,C091,2025-12-11,P143,9,50.79,Returned,"644 Main St, City12",City6,France,Cash,9.28,Clothing,SR06,East,2025-12-28,10,No,Male
1301,C021,2025-12-06,P121,4,34.08,Cancelled,"290 Main St, City17",City10,France,Gift Card,5.42,Home,SR12,West,2025-12-28,3,Yes,Male
1302,C033,2025-12-24,P115,5,94.27,Shipped,"644 Main St, City16",City17,Germany,Credit Card,1.91,Home,SR18,North,2025-12-03,7,Yes,Male
1303,C068,2025-12-20,P109,2,66.85,Returned,"718 Main St, City3",City13,India,Cash,8.86,Clothing,SR05,South,2025-12-03,1,No,Female
1304,C122,2025-12-15,P134,5,56.65,Pending,"595 Main St, City16",City5,India,Gift Card,12.62,Sports,SR19,West,2026-01-04,9,No,Female
1305,C124,2025-12-18,P114,2,46.41,Cancelled,"170 Main St, City12",City10,India,Cash,0.21,Toys,SR05,East,2025-12-20,8,Yes,Other
1306,C126,2025-12-31,P148,8,32.75,Returned,"605 Main St, City1",City20,India,Credit Card,10.96,Clothing,SR14,West,2025-12-27,4,Yes,Other
1307,C189,2025-12-21,P124,7,25.17,Shipped,"875 Main St, City2",City18,India,Cash,5.69,Sports,SR18,East,2025-12-28,4,Yes,Male
1308,C035,2025-12-10,P107,8,63.29,Cancelled,"761 Main St, City4",City13,Germany,PayPal,6.41,Clothing,SR02,North,2025-12-13,2,No,Female
1309,C033,2025-12-23,P128,1,26.34,Pending,"234 Main St, City17",City4,India,Cash,8.4,Home,SR12,West,2025-12-04,6,Yes,Male
1310,C015,2025-12-09,P149,7,10.84,Returned,"947 Main St, City6",City4,Australia,Cash,16.35,Electronics,SR04,South,2025-12-26,8,Yes,Other
1311,C009,2025-12-07,P129,2,54.02,Pending,"481 Main St, City16",City17,Canada,Cash,18.72,Clothing,SR02,North,2025-12-18,8,No,Male
1312,C093,2025-12-29,P103,4,97.42,Pending,"272 Main St, City17",City5,UK,Credit Card,3.35,Books,SR19,North,2025-12-27,4,Yes,Male
1313,C149,2025-12-26,P144,8,70.08,Pending,"801 Main St, City20",City2,USA,PayPal,3.15,Electronics,SR20,East,2025-12-05,1,No,Other
1314,C040,2025-12-23,P134,2,16.07,Pending,"815 Main St, City20",City18,Australia,Cash,16.11,Home,SR07,North,2025-12-26,6,Yes,Female
1315,C011,2025-12-16,P145,8,57.66,Returned,"512 Main St, City15",City19,India,Cash,6.47,Home,SR09,South,2025-12-06,9,Yes,Female
1316,C076,2025-12-27,P116,9,39.23,Shipped,"805 Main St, City4",City19,France,Gift Card,14.67,Electronics,SR20,East,2025-12-17,6,Yes,Other
1317,C138,2025-12-27,P124,4,54.3,Returned,"155 Main St, City3",City5,India,Cash,6.45,Sports,SR11,North,2025-12-08,9,Yes,Male
1318,C034,2025-12-06,P102,4,14.27,Pending,"315 Main St, City9",City5,France,Gift Card,13.16,Toys,SR20,East,2025-12-05,6,Yes,Other
1319,C184,2025-12-03,P100,4,66.94,Shipped,"330 Main St, City5",City19,USA,Cash,11.16,Home,SR12,North,2025-12-19,9,Yes,Other
1320,C019,2025-12-27,P119,2,94.67,Shipped,"315 Main St, City9",City17,India,Gift Card,3.79,Toys,SR08,South,2025-12-28,2,No,Other
1321,C118,2025-12-23,P142,7,88.74,Pending,"947 Main St, City6",City19,Germany,Cash,13.15,Toys,SR20,West,2025-12-24,6,No,Female
1322,C106,2025-12-25,P140,7,83.3,Cancelled,"168 Main St, City8",City1,France,PayPal,7.5,Toys,SR09,East,2025-12-30,8,No,Male
1323,C186,2025-12-02,P118,10,5.56,Pending,"975 Main St, City17",City6,UK,PayPal,4.3,Books,SR01,East,2026-01-03,9,Yes,Male
1324,C010,2025-12-15,P122,3,17.28,Cancelled,"823 Main St, City17",City5,India,Cash,16.22,Electronics,SR19,West,2025-12-15,2,No,Female
1325,C045,2025-12-16,P144,10,82.66,Shipped,"979 Main St, City15",City10,UK,Credit Card,14.62,Toys,SR13,North,2025-12-05,6,No,Female
1326,C107,2025-12-30,P107,4,75.77,Shipped,"272 Main St, City17",City18,Canada,Gift Card,1.08,Toys,SR02,East,2026-01-05,10,Yes,Female
1327,C129,2025-12-23,P114,3,8.84,Returned,"800 Main St, City14",City17,France,Credit Card,4.44,Books,SR13,South,2025-12-10,6,Yes,Female
1328,C147,2025-12-24,P103,9,42.31,Shipped,"456 Main St, City1",City17,Germany,PayPal,15.24,Home,SR18,South,2026-01-02,7,Yes,Other
1329,C158,2025-12-24,P133,4,27.25,Cancelled,"805 Main St, City4",City18,UK,Credit Card,2.25,Home,SR14,East,2025-12-24,4,No,Female
1330,C153,2025-12-21,P101,5,20.24,Cancelled,"432 Main St, City18",City13,France,PayPal,8.81,Clothing,SR07,East,2025-12-11,2,Yes,Other
1331,C014,2025-12-08,P139,3,87.39,Cancelled,"234 Main St, City17",City7,Canada,Credit Card,6.1,Home,SR01,East,2025-12-15,9,Yes,Male
1332,C140,2025-12-17,P148,5,56.67,Pending,"820 Main St, City8",City10,Canada,Credit Card,7.53,Sports,SR17,North,2025-12-18,3,Yes,Female
1333,C052,2025-12-26,P144,10,30.03,Returned,"369 Main St, City20",City17,USA,Gift Card,13.21,Sports,SR12,North,2025-12-03,5,No,Male
1334,C098,2025-12-17,P145,2,90.76,Returned,"979 Main St, City15",City10,USA,PayPal,3.98,Home,SR18,North,2025-12-04,4,No,Female
1335,C126,2025-12-13,P147,3,5.75,Cancelled,"903 Main St, City18",City18,UK,PayPal,19.92,Toys,SR09,North,2025-12-18,7,Yes,Other
1336,C072,2025-12-08,P109,6,90.12,Pending,"276 Main St, City13",City3,Germany,PayPal,8.35,Toys,SR05,West,2025-12-21,10,No,Female
1337,C139,2025-12-05,P113,3,59.77,Pending,"754 Main St, City5",City18,Canada,PayPal,8.6,Clothing,SR19,South,2025-12-22,2,Yes,Male
1338,C082,2025-12-27,P109,1,77.47,Returned,"170 Main St, City12",City6,Germany,Cash,3.04,Clothing,SR04,South,2025-12-13,1,No,Other
1339,C146,2025-12-20,P114,10,26.28,Shipped,"251 Main St, City3",City4,Canada,Gift Card,2.68,Toys,SR16,East,2025-12-13,7,No,Female
1340,C036,2025-12-06,P112,4,7.08,Shipped,"840 Main St, City2",City6,India,PayPal,15.16,Electronics,SR06,West,2026-01-02,6,No,Male
1341,C110,2025-12-13,P149,1,62.35,Returned,"323 Main St, City14",City15,Germany,Credit Card,10.41,Home,SR15,North,2025-12-17,9,No,Other
1342,C011,2025-12-18,P124,9,77.45,Shipped,"512 Main St, City15",City12,Germany,Gift Card,17.69,Books,SR15,South,2025-12-29,5,Yes,Other
1343,C133,2025-12-29,P109,8,83.66,Returned,"749 Main St, City19",City18,France,Credit Card,3.6,Toys,SR18,South,2025-12-27,7,No,Female
1344,C007,2025-12-06,P129,10,90.07,Pending,"800 Main St, City4",City6,UK,Cash,13.83,Sports,SR06,North,2025-12-07,2,No,Other
1345,C093,2025-12-03,P133,7,73.77,Pending,"235 Main St, City4",City19,Germany,Credit Card,15.37,Books,SR19,South,2025-12-12,3,Yes,Other
1346,C014,2025-12-14,P119,5,74.09,Returned,"262 Main St, City5",City18,India,Credit Card,17.97,Clothing,SR01,East,2025-12-02,8,No,Female
1347,C140,2025-12-26,P100,10,88.73,Pending,"996 Main St, City17",City1,Canada,Gift Card,9.07,Home,SR03,North,2025-12-17,9,No,Other
1348,C161,2025-12-18,P113,1,21.73,Shipped,"369 Main St, City20",City1,USA,PayPal,17.08,Sports,SR19,East,2025-12-23,2,Yes,Male
1349,C107,2025-12-06,P110,5,62.65,Pending,"800 Main St, City4",City19,France,Cash,18.63,Electronics,SR10,East,2025-12-25,7,Yes,Female
1350,C141,2025-12-03,P118,8,16.91,Cancelled,"685 Main St, City10",City10,Germany,PayPal,13.92,Toys,SR02,North,2026-01-04,2,No,Other
1351,C177,2025-12-20,P145,5,44.99,Cancelled,"353 Main St, City15",City10,France,Cash,18.54,Toys,SR19,West,2026-01-04,8,No,Male
1352,C157,2025-12-08,P145,5,98.0,Shipped,"938 Main St, City19",City3,Germany,Credit Card,14.75,Clothing,SR20,West,2025-12-28,1,No,Female
1353,C144,2025-12-26,P140,4,5.07,Pending,"658 Main St, City4",City5,UK,Credit Card,6.16,Toys,SR18,East,2025-12-02,2,No,Female
1354,C102,2025-12-24,P136,10,96.16,Pending,"950 Main St, City7",City14,Australia,Cash,18.45,Home,SR16,North,2025-12-10,8,Yes,Other
1355,C118,2025-12-29,P134,6,48.39,Returned,"778 Main St, City16",City8,Australia,Cash,11.3,Sports,SR11,North,2025-12-15,10,No,Female
1356,C017,2025-12-05,P117,1,36.55,Returned,"519 Main St, City16",City10,Australia,PayPal,11.42,Home,SR06,North,2025-12-21,6,Yes,Female
1357,C106,2025-12-03,P131,4,39.66,Cancelled,"996 Main St, City17",City10,UK,PayPal,2.24,Electronics,SR07,North,2025-12-30,9,Yes,Female
1358,C129,2025-12-05,P112,6,92.66,Cancelled,"805 Main St, City4",City9,India,Credit Card,16.44,Toys,SR05,South,2025-12-04,8,No,Other
1359,C134,2025-12-04,P100,5,93.49,Shipped,"512 Main St, City20",City2,USA,Credit Card,10.41,Sports,SR10,North,2025-12-21,4,No,Male
